"bulan","titik_lokasi","kecamatan","wilayah","panjang","satuan_panjang.luas","tanggal","volume_sampah_perhari.m3."
1,"PHB Jati LKMJ","Pulo Gadung","Jakarta Timur",400,"m",11,2
1,"PHB Pulomas Barat Daya","Pulo Gadung","Jakarta Timur",1200,"m",11,1
1,"PHB Pulomas Raya Satu","Pulo Gadung","Jakarta Timur",1500,"m",11,1
1,"PHB Sodetan Waduk Ria Rio","Pulo Gadung","Jakarta Timur",600,"m",11,1
1,"PHB Kayu Putih Utara","Pulo Gadung","Jakarta Timur",800,"m",11,1
1,"PHB Kayu Putih Selatan","Pulo Gadung","Jakarta Timur",1000,"m",11,1
1,"PHB Kayu Putih Tengah","Pulo Gadung","Jakarta Timur",1400,"m",11,1
1,"PHB Pulo Nangka Timur","Pulo Gadung","Jakarta Timur",1200,"m",11,1
1,"Kali BKT Pulo Gebang II (Jl Raya Bekasi-Rumah Rusun Rawa Bebek)","Cakung","Jakarta Timur",1000,"m",11,5
1,"Kali BKT Pulo Gebang II (Rumah Rusun Rawa Bebek-PD PAL Limbah)","Cakung","Jakarta Timur",500,"m",11,5
1,"Kali BKT Pulo Gebang I (Rel Pondok Kopi - Terminal Terpadu)","Cakung","Jakarta Timur",500,"m",11,2
1,"Kali BKT Pulo Gebang I (Terminal Terpadu-Palad)","Cakung","Jakarta Timur",1000,"m",11,2
1,"Kali BKT Pulo Gebang I (Palad-Swadaya)","Cakung","Jakarta Timur",800,"m",11,3
1,"Kali BKT Pulo Gebang I (Swadaya-PD Pal Limbah)","Cakung","Jakarta Timur",1500,"m",11,3
1,"PHB Swadaya Pulo Gebang","Cakung","Jakarta Timur",1000,"m",11,2
1,"Kali Tambun Rengas (Bendungan Merah - BKT Cakung Timur)","Cakung","Jakarta Timur",1000,"m",11,2
1,"PHB Rukem Jaya","Cakung","Jakarta Timur",1000,"m",11,5
1,"PHB Tambun Selatan","Cakung","Jakarta Timur",800,"m",11,5
1,"PHB Tambun Rengas","Cakung","Jakarta Timur",800,"m",11,9
1,"PHB Sentral Timur (Kp. Sawah)","Cakung","Jakarta Timur",700,"m",11,2
1,"PHB Sentral Timur (Kp. Sawah - Pulo Gebang Permai)","Cakung","Jakarta Timur",800,"m",11,2
1,"PHB Sentra Primer","Cakung","Jakarta Timur",600,"m",11,1
1,"PHB Bulak Jaya Pulo Gebang","Cakung","Jakarta Timur",600,"m",11,1
1,"Kali Jembatan Merah (Komplek DPR)","Cakung","Jakarta Timur",700,"m",11,2
1,"PHB Taman Modern Pulo Gebang","Cakung","Jakarta Timur",1000,"m",11,3
1,"Kali Buaran (Yamaha-Pintu Air UT)","Cakung","Jakarta Timur",600,"m",11,8
1,"PHB United Tractor","Cakung","Jakarta Timur",600,"m",11,2
1,"PHB Kramayudha Rawa Teratai","Cakung","Jakarta Timur",1500,"m",11,1
1,"Kali Buaran (PHB United Tractor-Kali Cakung Lama)","Cakung","Jakarta Timur",1500,"m",11,1
1,"Kali Cakung Drain (Jl. Raya Bekasi-Lion)","Cakung","Jakarta Timur",1000,"m",11,4
1,"Kali Cakung Drain (Lion-Wing's)","Cakung","Jakarta Timur",800,"m",11,4
1,"Kali Cakung Drain (Jembatan Tinggi-Perbatasan Utara)","Cakung","Jakarta Timur",800,"m",11,4
1,"PHB Metropos KIP","Cakung","Jakarta Timur",1000,"m",11,2
1,"PHB Warung Jengkol","Cakung","Jakarta Timur",400,"m",11,2
1,"Kali / Sungai Sentiong - Ruas Dewi Sri","Johar Baru","Jakarta Pusat",464,"m",12,2
1,"Kali / Sungai Sentiong - Ruas Abapon","Johar Baru","Jakarta Pusat",464,"m",12,2
1,"Kali / Sungai Sentiong - JL Tanah Tinggi","Johar Baru","Jakarta Pusat",464,"m",12,2
1,"Kali / Sungai Sentiong Jl.Galur - Pombensin","Johar Baru","Jakarta Pusat",606,"m",12,4
1,"Kali / Sungai Sentiong - Jl. Timah","Johar Baru","Jakarta Pusat",310,"m",12,6
1,"PHB Kawi Kawi Bawah","Johar Baru","Jakarta Pusat",620,"m",12,12
1,"PHB Kayu Awet","Johar Baru","Jakarta Pusat",300,"m",12,12
1,"PHB Pulo Gundul","Johar Baru","Jakarta Pusat",500,"m",12,1
1,"PHB Tanah Tinggi XII","Johar Baru","Jakarta Pusat",500,"m",12,1
1,"PHB Bala Dewa","Johar Baru","Jakarta Pusat",330,"m",12,12
1,"PHB Percetakan Negara II","Johar Baru","Jakarta Pusat",500,"m",12,12
1,"PHB Johar Baru V","Johar Baru","Jakarta Pusat",200,"m",12,12
1,"Sungai Utan Kayu Jl Pengayoman","Cempaka Putih","Jakarta Pusat",600,"m",12,12
1,"Sungai Utan Kayu Jembatan Serong","Cempaka Putih","Jakarta Pusat",400,"m",12,12
1,"Kali / Sungai Utan Kayu Jembatan Serong - SLTP 137","Cempaka Putih","Jakarta Pusat",950,"m",12,12
1,"Kali / Sungai Utan Kayu SLTP 137 - Kebun Sayur","Cempaka Putih","Jakarta Pusat",1250,"m",12,12
1,"Kali / Sungai Utan Kayu Jembatan Kebun Sayur - Suprapto","Cempaka Putih","Jakarta Pusat",700,"m",12,12
1,"Kali / Sungai Utan Kayu Suprapto cempaka baru","Cempaka Putih","Jakarta Pusat",900,"m",12,12
1,"Kali / Sungai Utan Kayu Cempaka Baru - Kodam","Cempaka Putih","Jakarta Pusat",900,"m",12,12
1,"PHB Rawa Kebo","Cempaka Putih","Jakarta Pusat",1100,"m",12,12
1,"PHB Mardani","Cempaka Putih","Jakarta Pusat",860,"m",12,12
1,"PHB Cempaka Raya","Cempaka Putih","Jakarta Pusat",600,"m",12,12
1,"PHB Suprapto/Bpjs","Cempaka Putih","Jakarta Pusat",1570,"m",12,12
1,"PHB Yatof","Cempaka Putih","Jakarta Pusat",250,"m",12,12
1,"PHB Suprapto Bea Cukai","Cempaka Putih","Jakarta Pusat",680,"m",12,12
1,"PHB Rawa Kerbau Cempaka Warna","Cempaka Putih","Jakarta Pusat",550,"m",12,0
1,"Kali / Sungai Ciliwung Ruas Pejambon","Gambir","Jakarta Pusat",1000,"m",12,12
1,"Kali / Sungai Ciliwung Ruas Belakang Kemenkeu","Gambir","Jakarta Pusat",1000,"m",12,12
1,"Kali / Sungai Ciliwung Ruas Pintu Istiqlal","Gambir","Jakarta Pusat",700,"m",12,12
1,"Kali / Sungai Ciliwung Ruas jl Perwira","Gambir","Jakarta Pusat",800,"m",12,1
1,"Kali / Sungai Cideng Ruas Siantar","Gambir","Jakarta Pusat",900,"m",12,1
1,"Kali / Sungai Cideng Ruas Zainul Arifin","Gambir","Jakarta Pusat",950,"m",12,12
1,"Kali / Sungai Cideng Ruas Holand Bakeri","Gambir","Jakarta Pusat",950,"m",12,12
1,"Kali / Sungai Cideng Ruas Tarakan","Gambir","Jakarta Pusat",800,"m",12,12
1,"Kali / Sungai Cideng Ruas Jembatan MCDonald's","Gambir","Jakarta Pusat",1000,"m",12,12
1,"Kali / Sungai Cideng Ruas Pasar Thomas","Gambir","Jakarta Pusat",600,"m",12,12
1,"Kali / Sungai Cideng Ruas Taman Jati Baru","Gambir","Jakarta Pusat",600,"m",12,2
1,"Kali / Sungai Krukut Ruas Majapahit","Gambir","Jakarta Pusat",800,"m",12,12
1,"Kali / Sungai Krukut Ruas Merlyn Park","Gambir","Jakarta Pusat",800,"m",12,12
1,"Kali / Sungai Krukut Ruas Pembangunan","Gambir","Jakarta Pusat",600,"m",12,12
1,"Kali / Sungai Krukut Ruas Ketapang","Gambir","Jakarta Pusat",800,"m",12,12
1,"Kali / Sungai Duri Ruas Tanjung Selor","Gambir","Jakarta Pusat",500,"m",12,12
1,"Kali / Sungai Duri Ruas Rel Roxy","Gambir","Jakarta Pusat",500,"m",12,12
1,"Kali / Sungai Duri Ruas Pangkalan Bajaj","Gambir","Jakarta Pusat",500,"m",12,12
1,"Kali / Sungai BKB Ruas Kolong Flyover Tomang","Gambir","Jakarta Pusat",1500,"m",12,12
1,"Kali / Sungai BKB Ruas Jeling","Gambir","Jakarta Pusat",1000,"m",12,12
1,"Kali / Sungai BKB Ruas Setia Kawan ujung","Gambir","Jakarta Pusat",1000,"m",12,12
1,"PHB Citarum","Gambir","Jakarta Pusat",500,"m",12,12
1,"Kali / Sungai Sentiong Timah s/d Jiung","Kemayoran","Jakarta Pusat",700,"m",12,2
1,"Kali / Sungai Sentiong Jiung s/d P2SC","Kemayoran","Jakarta Pusat",900,"m",12,2
1,"Kali / Sungai Sentiong P2SC s/d Marto","Kemayoran","Jakarta Pusat",100,"m",12,13
1,"Kali Utan Kayu Gardu PLN","Kemayoran","Jakarta Pusat",1000,"m",12,2
1,"Kali Item Pintu Air Honda Ke Pom Bensin","Kemayoran","Jakarta Pusat",650,"m",12,1
1,"Kali Item Pom Bensin s/d Pompa Dempet","Kemayoran","Jakarta Pusat",750,"m",12,2
1,"Kali Item Dempet s/d Saringan","Kemayoran","Jakarta Pusat",1000,"m",12,2
1,"Kali Hutan Kayu Ruko ITC","Kemayoran","Jakarta Pusat",500,"m",12,1
1,"PHB Serdang I ( Pasar )","Kemayoran","Jakarta Pusat",300,"m",12,12
1,"PHB Serdang II","Kemayoran","Jakarta Pusat",1000,"m",12,12
1,"PHB Irian","Kemayoran","Jakarta Pusat",300,"m",12,12
1,"PHB 54 SMK","Kemayoran","Jakarta Pusat",300,"m",12,12
1,"PHB Pasar Nangka","Kemayoran","Jakarta Pusat",700,"m",12,12
1,"PHB Serdang 7","Kemayoran","Jakarta Pusat",300,"m",12,12
1,"Kali / Sungai Ciliwung Lama Menteri Sosial / Kali Matraman","Menteng","Jakarta Pusat",1000,"m",12,0
1,"Kali / Sungai Ciliwung Lama RSCM - Raden Saleh / Kali Matraman","Menteng","Jakarta Pusat",1000,"m",12,1
1,"Kali / Sungai Pintu air ujung rel menteng tanggulang","Menteng","Jakarta Pusat",300,"m",12,0
1,"Kali / Sungai Keroncong Rel - Mangunsakoro","Menteng","Jakarta Pusat",700,"m",12,1
1,"Kali / Sungai Surabaya Ruas Bengkel - kios Barang Antik","Menteng","Jakarta Pusat",1000,"m",12,1
1,"Kali / Sungai Sumenep Jl Soemerejo Sumenep","Menteng","Jakarta Pusat",500,"m",12,12
1,"Kali / Sungai Gresik Ruas Pos Polisi - Koramil Menteng","Menteng","Jakarta Pusat",1000,"m",12,0
1,"PHB Probolinggo","Menteng","Jakarta Pusat",300,"m",12,4
1,"PHB Penataran","Menteng","Jakarta Pusat",300,"m",12,12
1,"PHB Ampium","Menteng","Jakarta Pusat",300,"m",12,1
1,"PHB Anyer","Menteng","Jakarta Pusat",400,"m",12,12
1,"PHB Kroncong","Menteng","Jakarta Pusat",100,"m",12,0
1,"Situ Lembang","Menteng","Jakarta Pusat",14.15,"m",12,12
1,"PHB Cimandiri","Menteng","Jakarta Pusat",150,"m",12,12
1,"Kali / Sungai BKB Ciliwung Jembatan Jl Jendral Sudirman jembatan K.H Mas mansyur","Tanah Abang","Jakarta Pusat",1500,"m",12,1
1,"Kali / Sungai BKB Ciliwung Jembatan Jl.KH Mas Mansyur- Jembatan Merah PLN Jl.Tenaga Listrik","Tanah Abang","Jakarta Pusat",1000,"m",12,1
1,"kali / Sungai BKB Ciliwung Pintu Air karet","Tanah Abang","Jakarta Pusat",1000,"m",12,1
1,"kali / Sungai BKB Ciliwung Petamburan","Tanah Abang","Jakarta Pusat",1500,"m",12,7
1,"kali / Sungai BKB Ciliwung Stasiun Tanah Abang","Tanah Abang","Jakarta Pusat",1000,"m",12,0
1,"Kali / Sungai Cideng BI","Tanah Abang","Jakarta Pusat",1000,"m",12,1
1,"Kali / Sungai Cideng kraton","Tanah Abang","Jakarta Pusat",1000,"m",12,1
1,"Kali / Sungai Cideng Kebon Kacang Gedung jaya","Tanah Abang","Jakarta Pusat",1000,"m",12,1
1,"Kali / Sungai Cideng DEPAG","Tanah Abang","Jakarta Pusat",1000,"m",12,1
1,"Kali / Sungai Gendong Grand Indonesia/Pintu Air Kebon Kacang-Waduk Melati","Tanah Abang","Jakarta Pusat",1000,"m",12,1
1,"Kali / Sungai Krukut Atas Wisma sudirman","Tanah Abang","Jakarta Pusat",500,"m",12,1
1,"Kali / Sungai Krukut Atas Apt. Batavia jl mutiara","Tanah Abang","Jakarta Pusat",500,"m",12,12
1,"Kali / Sungai Krukut Atas karet Pasar Baru","Tanah Abang","Jakarta Pusat",500,"m",12,0
1,"Kali / Sungai Krukut Atas PAM Baru Jl. Pejompongan","Tanah Abang","Jakarta Pusat",500,"m",12,12
1,"Kali / sungai Krukut Bawah Tenlist","Tanah Abang","Jakarta Pusat",1500,"m",12,12
1,"Kali / Sungai Krukut Bawah Sabeni","Tanah Abang","Jakarta Pusat",1500,"m",12,12
1,"Kali / Sungai Krukut Bawah Lontar Raya","Tanah Abang","Jakarta Pusat",1500,"m",12,12
1,"Kali / Sungai Krukut Bawah Pasar Tanah Abang","Tanah Abang","Jakarta Pusat",1500,"m",12,1
1,"kali / Sungai Grogol Senayan/Senayan City","Tanah Abang","Jakarta Pusat",1500,"m",12,12
1,"kali / Sungai Grogol Senayan/Hotel Mulya","Tanah Abang","Jakarta Pusat",1500,"m",12,1
1,"PHB Wisma Darmala jl. Jend Sudirman","Tanah Abang","Jakarta Pusat",700,"m",12,2.24
1,"PHB Petamburan","Tanah Abang","Jakarta Pusat",1500,"m",12,4.48
1,"PHB Danau Poso","Tanah Abang","Jakarta Pusat",1500,"m",12,2.24
1,"PHB Fahrudin","Tanah Abang","Jakarta Pusat",900,"m",12,4.48
1,"PHB Jati Baru","Tanah Abang","Jakarta Pusat",1500,"m",12,4.48
1,"Kali / Sungai Ciliwung Gunung Sahari Jembatan Merah","Sawah Besar","Jakarta Pusat",600,"m",12,1
1,"Kali / Sungai Ciliwung Gunung Sahari Jl. Suratmo","Sawah Besar","Jakarta Pusat",1500,"m",12,3
1,"Kali / Sungai Anak Ciliwung Jl. Mangga Besar XIII","Sawah Besar","Jakarta Pusat",1000,"m",12,1
1,"Kali / Sungai Ciliwung Kota Pecenongan","Sawah Besar","Jakarta Pusat",300,"m",12,12
1,"Kali / Sungai Ciliwung Ps. Baru Yasbum","Sawah Besar","Jakarta Pusat",500,"m",12,1
1,"Kali / Sungai Ciliwung Jl. Antara - Pasar Baru Selatan Ps. Baru Jl. Antara","Sawah Besar","Jakarta Pusat",600,"m",12,1
1,"Kali / Sungai Ciliwung Kota Jl. Hayam Wuruk","Sawah Besar","Jakarta Pusat",300,"m",12,1
1,"Kali / Sungai Ciliwung Ps. Baru Golden Truly","Sawah Besar","Jakarta Pusat",400,"m",12,12
1,"Kali / Sungai Ciliwung Kota Jl. Ir. Juanda","Sawah Besar","Jakarta Pusat",300,"m",12,1
1,"Kali / Sungai Ciliwung Pangeran Jayakarta","Sawah Besar","Jakarta Pusat",600,"m",12,2
1,"PHB Rajawali Selatan","Sawah Besar","Jakarta Pusat",300,"m",12,12
1,"PHB Mangga Dua Abdad","Sawah Besar","Jakarta Pusat",400,"m",12,12
1,"PHB Mangga Dua Dalam","Sawah Besar","Jakarta Pusat",500,"m",12,1
1,"PHB Industri","Sawah Besar","Jakarta Pusat",200,"m",12,12
1,"PHB Panca Warna","Sawah Besar","Jakarta Pusat",500,"m",12,1
1,"PHB Dwi Warna","Sawah Besar","Jakarta Pusat",300,"m",12,12
1,"PHB Gunung Sahari 7A","Sawah Besar","Jakarta Pusat",200,"m",12,12
1,"PHB Kartini V","Sawah Besar","Jakarta Pusat",300,"m",12,2
1,"Kali Ciliwung Raden Saleh","Senen","Jakarta Pusat",1000,"m",12,2
1,"Kali Ciliwung Ruas Toko Gunung Agung/Kwitang","Senen","Jakarta Pusat",1000,"m",12,4
1,"Kali Ciliwung Ruas Kali Pasir","Senen","Jakarta Pusat",1000,"m",12,1
1,"Kali Sentiong samping BSI","Senen","Jakarta Pusat",1000,"m",12,2
1,"Kali Sentiong H. Murtado","Senen","Jakarta Pusat",1000,"m",12,1
1,"Kali / Sungai Sentiong - Paseban Timur","Senen","Jakarta Pusat",1500,"m",12,12
1,"Kali BKT Marunda Pintu Air Sekatan 2","Cilincing","Jakarta Utara",1400,"m",12,0
1,"Kali Cakung Drain Sekatan 1","Cilincing","Jakarta Utara",1100,"m",12,0
1,"Kali Cakung Drain Sekatan 2","Cilincing","Jakarta Utara",1000,"m",12,0
1,"Kali Muara Cakung Drain","Cilincing","Jakarta Utara",1000,"m",12,0
1,"Kali Bangleo Kelurahan Kali Baru","Cilincing","Jakarta Utara",1000,"m",12,0
1,"Kali Sengkang Kel. Kali Baru","Cilincing","Jakarta Utara",700,"m",12,0
1,"Kali Gendong SDN 07","Cilincing","Jakarta Utara",1000,"m",12,0
1,"Kali Gendong Pintu Air Bulak Cabe","Cilincing","Jakarta Utara",1000,"m",12,0
1,"Kali Blencong Jl.Raya Cacing - Budi Darma","Cilincing","Jakarta Utara",700,"m",12,0
1,"Kali Bangleo Jl.Baru Tanah Merdeka - Saringan Arah Laut","Cilincing","Jakarta Utara",1000,"m",12,8
1,"Kali Cakung Lama Orchad","Cilincing","Jakarta Utara",700,"m",12,0
1,"Kali Cakung Lama Griya Lestari","Cilincing","Jakarta Utara",800,"m",12,0
1,"Kali Cakung Lama Bambuan","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Jalan Baru Kel. Kali Baru","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Dewa Ruci","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Sungai Begog","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Pedongkelan","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB KBN Bulog Aliran PT Komatsu","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Depan KBN Bulog Akses Cacing Raya","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Cacing Raya Aliran Sukapura","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Gubuk Genteng","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Yon Air","Cilincing","Jakarta Utara",1500,"m",12,0
1,"PHB Progo","Cilincing","Jakarta Utara",1500,"m",12,0
1,"PHB Armada Cakung Lama Kel. Sukapura","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Betik","Cilincing","Jakarta Utara",1000,"m",12,0
1,"Kali Srengseng Kampung Kurus Semper Barat","Cilincing","Jakarta Utara",700,"m",12,0
1,"PHB Serengseng Gereja Tugu Kel. Semper Barat","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Pintu Air KBN Terusan Ak Cacing Raya","Cilincing","Jakarta Utara",800,"m",12,0
1,"PHB Kelurahan Cilincing","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Serengseng Belakang Gereja HKI Akses Cacing Raya Kel. Semper Barat","Cilincing","Jakarta Utara",700,"m",12,0
1,"PHB Green Garden","Cilincing","Jakarta Utara",700,"m",12,0
1,"PHB Sungai Kendal","Cilincing","Jakarta Utara",700,"m",12,0
1,"PHB Sarang Bango","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Marunda Baru","Cilincing","Jakarta Utara",900,"m",12,0
1,"PHB KBN Marunda","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Regeh Marunda","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB Bendungan Marunda","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB KBN Marunda Pos 5","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB H. Tomplek","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB Karang Tengah","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Babek TNI","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB Bambu Kuning","Cilincing","Jakarta Utara",300,"m",12,0
1,"PHB Danau Griya Lestari","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB Taruna Kel. Sukapura","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Irigasi 1","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Irigasi 2","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Irigasi 3","Cilincing","Jakarta Utara",1000,"m",12,0
1,"Kali BKT Marunda Muara Kali Poncol","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB Kampung Rawa Malang Kel. Semper Timur","Cilincing","Jakarta Utara",200,"m",12,0
1,"PHB Bea Cukai Kel. Sukapura","Cilincing","Jakarta Utara",500,"m",12,0
1,"Kali Srengseng Jembatan SMP 231 Kel. Semper Barat","Cilincing","Jakarta Utara",500,"m",12,0
1,"Kali Sepatan Akses Cacing Raya Kel. Rorotan","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB Kebantenan","Cilincing","Jakarta Utara",700,"m",12,0
1,"PHB Pure Dewaruci Kel. Semper Barat","Cilincing","Jakarta Utara",600,"m",12,4
1,"PHB Gang Macan Kel. Kalibaru","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB Gubug Genteng Kampung Kandang","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB Gading Griya Lestari Kel. Sukapura","Cilincing","Jakarta Utara",700,"m",12,0
1,"PHB Progo Belakang Rumah Sakit Dinas LH Kel. Semper Barat","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB Jl Bakti V Kel. Cilincing","Cilincing","Jakarta Utara",600,"m",12,0
1,"PHB Grandong Jl Bakti VI Samping Kantor Kel. Cilincing","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB Rorotan Kandang Sapi Kel. Rorotan","Cilincing","Jakarta Utara",600,"m",12,0
1,"Kali Gendong Rusun Cilincing","Cilincing","Jakarta Utara",700,"m",12,0
1,"Kali Gendong Kampung Sawah","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB Cabang 4","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB ARMAIN","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB NAGRAK RUSUN","Cilincing","Jakarta Utara",500,"m",12,0
1,"PHB Alwathoniyah Kel. Rorotan","Cilincing","Jakarta Utara",1000,"m",12,0
1,"PHB KARANG ANYAR","Cilincing","Jakarta Utara",500,"m",12,4
1,"PHB Green Garden Samping Rusun Padat Karya","Cilincing","Jakarta Utara",800,"m",12,0
1,"Kali Sunter MOI","Kelapa Gading","Jakarta Utara",1500,"m",12,1
1,"Kali Sunter Depan Kodamar","Kelapa Gading","Jakarta Utara",1300,"m",12,3
1,"Kali Sunter Pintu Air 8","Kelapa Gading","Jakarta Utara",900,"m",12,4
1,"Kali Sunter Printis (Jembatan Goro)","Kelapa Gading","Jakarta Utara",900,"m",12,2
1,"Kali Sunter Lantamal","Kelapa Gading","Jakarta Utara",1000,"m",12,0
1,"Kali Gading Kirana","Kelapa Gading","Jakarta Utara",900,"m",12,0
1,"PHB Kirana Utara","Kelapa Gading","Jakarta Utara",1000,"m",12,0
1,"PHB Mediterania","Kelapa Gading","Jakarta Utara",600,"m",12,0
1,"PHB BGR (Pistol Silang)","Kelapa Gading","Jakarta Utara",1200,"m",12,3
1,"PHB Taman Pegangsaan II (TPI)","Kelapa Gading","Jakarta Utara",1500,"m",12,0
1,"PHB Perumahan ARCADIA","Kelapa Gading","Jakarta Utara",1500,"m",12,0
1,"PHB Balai Samudera/Saringan","Kelapa Gading","Jakarta Utara",450,"m",12,1
1,"PHB Grande Pintu 2","Kelapa Gading","Jakarta Utara",1000,"m",12,4
1,"PHB Don Bosco","Kelapa Gading","Jakarta Utara",1000,"m",12,0
1,"PHB Flay Over Kelapa Gading Depan TPI","Kelapa Gading","Jakarta Utara",200,"m",12,0
1,"PHB Hyper Mart","Kelapa Gading","Jakarta Utara",450,"m",12,3
1,"PHB Kelapa Lilin","Kelapa Gading","Jakarta Utara",350,"m",12,0
1,"PHB Sunter Perintis Pospol","Kelapa Gading","Jakarta Utara",200,"m",12,0
1,"PHB Sunter Perintis Saringan","Kelapa Gading","Jakarta Utara",250,"m",12,0
1,"PHB Komplek Perumahan Gading Residence","Kelapa Gading","Jakarta Utara",400,"m",12,0
1,"PHB Pos Pomal Kel. Kelapa Gading Barat","Kelapa Gading","Jakarta Utara",600,"m",12,0
1,"PHB Kali Betik RW 017. Kel. Pegangsaan Dua","Kelapa Gading","Jakarta Utara",800,"m",12,0
1,"PHB RW 018 Aliran Kali Betik Kel. Pegangsaan Dua","Kelapa Gading","Jakarta Utara",400,"m",12,0
1,"PHB Arcadia Kelapa Puan Kel.Pegangsaan Dua","Kelapa Gading","Jakarta Utara",600,"m",12,0
1,"PHB Kelapa Puan RW 12 Perumahan Arcadia","Kelapa Gading","Jakarta Utara",450,"m",12,0
1,"PHB Kali Gendong Bypass Depan Komplek","Kelapa Gading","Jakarta Utara",800,"m",12,0
1,"PHB Warung Jengkol Kel.Pegangsaan Dua","Kelapa Gading","Jakarta Utara",1500,"m",12,0
1,"Kali Sunter Perintis Pompa Ria Rio","Kelapa Gading","Jakarta Utara",750,"m",12,0
1,"Kali Jembatan Mesjid Lantamal","Kelapa Gading","Jakarta Utara",751,"m",12,0
1,"PHB Mawar Saron","Kelapa Gading","Jakarta Utara",500,"m",12,0
1,"PHB Saringan IKIP","Kelapa Gading","Jakarta Utara",500,"m",12,0
1,"PHB Depan Gereja Yakobus","Kelapa Gading","Jakarta Utara",500,"m",12,0
1,"PHB Kepu Kel. Pegangsaan Dua","Kelapa Gading","Jakarta Utara",500,"m",12,0
1,"PHB Pondok Gading Rw 16 Kel. Pegangsaan Dua","Kelapa Gading","Jakarta Utara",500,"m",12,0
1,"PHB Janur Elok","Kelapa Gading","Jakarta Utara",500,"m",12,0
1,"PHB Tarian Raya Perbatasan Antara Kel. Kelapa Gading Timur dan Pegangsaan Dua","Kelapa Gading","Jakarta Utara",1000,"m",12,0
1,"PHB Asri Kel. Kelapa Gading Barat Kec. Kelapa Gading","Kelapa Gading","Jakarta Utara",700,"m",12,0
1,"PHB TARIAN RAYA GADING TIMUR","Kelapa Gading","Jakarta Utara",150,"m",12,0
1,"PHB Kali Gendong Artha Gading","Kelapa Gading","Jakarta Utara",500,"m",12,0
1,"PHB Petukangan Lama","Kelapa Gading","Jakarta Utara",500,"m",12,0
1,"PHB HARMONI","Kelapa Gading","Jakarta Utara",300,"m",12,0
1,"PHB BOULEVARD SELATAN","Kelapa Gading","Jakarta Utara",800,"m",12,0
1,"PHB CROSSING KALI ITEM","Kelapa Gading","Jakarta Utara",150,"m",12,0
1,"PHB FLY OVER DON BOSCO","Kelapa Gading","Jakarta Utara",500,"m",12,0
1,"PHB Kali Gendong Depan MOI Kel. Klp Gading Barat","Kelapa Gading","Jakarta Utara",800,"m",12,0
1,"Kali Sunter Jl.Yos Sudarso Artha Gading - Jembatan Plumpang","Koja","Jakarta Utara",1500,"m",12,1
1,"Kali Betik Rawa Sengon Jembatan Pertamina","Koja","Jakarta Utara",1000,"m",12,6
1,"Kali Sunter Jembatan Baru - Jembatan Jalan Deli","Koja","Jakarta Utara",1500,"m",12,6
1,"Kali Betik Rawa Sengon Jembatan Besi","Koja","Jakarta Utara",1000,"m",12,6
1,"Kali Betik Jembatan Besi - Pasar Tradisional","Koja","Jakarta Utara",1500,"m",12,12
1,"Kali Lagoa Kanal - Pocis","Koja","Jakarta Utara",700,"m",12,1
1,"PHB Bendungan Melayu","Koja","Jakarta Utara",600,"m",12,12
1,"Kali Betik Villa Permata Gading Rw.04 Kel.Tugu Selatan","Koja","Jakarta Utara",1000,"m",12,0
1,"PHB Kali Betik Depan Stadion Tugu. Kel. Tugu Selatan","Koja","Jakarta Utara",250,"m",12,6
1,"Kali Betik Villa Permata. Jembatan Tanah Merah Atas","Koja","Jakarta Utara",200,"m",12,6
1,"PHB Lagoa Sindang","Koja","Jakarta Utara",700,"m",12,0
